Point{id=id29, cat=RESTAURANT, lat=-35.7986049109, lon=144.599045548}
Point{id=id210, cat=RESTAURANT, lat=-37.0385855895, lon=144.937953575}
Point{id=id882, cat=RESTAURANT, lat=-37.0293322045, lon=145.221356572}
Point{id=id936, cat=RESTAURANT, lat=-37.0203356333, lon=144.364871107}
Point{id=id242, cat=RESTAURANT, lat=-36.9575389613, lon=145.830936821}
Point{id=id711, cat=RESTAURANT, lat=-36.9183615292, lon=143.721857692}
Point{id=id348, cat=RESTAURANT, lat=-36.7622700394, lon=143.181335185}
Point{id=id524, cat=RESTAURANT, lat=-37.0498584633, lon=145.029373336}
Point{id=id403, cat=RESTAURANT, lat=-36.8914945558, lon=146.167646322}
Point{id=id428, cat=RESTAURANT, lat=-36.9073030405, lon=143.619163015}
Point{id=id501, cat=RESTAURANT, lat=-36.8071424102, lon=143.274475205}
Point{id=id491, cat=RESTAURANT, lat=-37.0634372254, lon=145.016095019}
Point{id=id648, cat=RESTAURANT, lat=-37.0722826349, lon=144.963759878}
Point{id=id514, cat=RESTAURANT, lat=-37.0738137585, lon=144.82330556}
Point{id=id994, cat=RESTAURANT, lat=-37.0656227726, lon=144.512779592}
Point{id=id319, cat=RESTAURANT, lat=-36.6953131378, lon=146.835289679}
Point{id=id963, cat=RESTAURANT, lat=-37.0910373814, lon=144.849710403}
Point{id=id520, cat=RESTAURANT, lat=-37.0830278176, lon=145.188383524}
Point{id=id556, cat=RESTAURANT, lat=-36.9843608139, lon=143.80235552}
Point{id=id191, cat=RESTAURANT, lat=-36.8845191876, lon=143.386754936}
Point{id=id909, cat=RESTAURANT, lat=-36.625544923, lon=142.713216953}
Point{id=id285, cat=RESTAURANT, lat=-37.1012833783, lon=145.04831802}
Point{id=id758, cat=RESTAURANT, lat=-36.8483576267, lon=146.480791509}
Point{id=id373, cat=RESTAURANT, lat=-37.0939427285, lon=144.510332501}
Point{id=id611, cat=RESTAURANT, lat=-37.0842683957, lon=145.354367414}
Point{id=id89, cat=RESTAURANT, lat=-37.0733985975, lon=144.279501032}
Point{id=id531, cat=RESTAURANT, lat=-37.1018516731, lon=145.190105003}
Point{id=id818, cat=RESTAURANT, lat=-37.0065147844, lon=145.937988852}
Point{id=id623, cat=RESTAURANT, lat=-37.0889880814, lon=144.314181556}
Point{id=id200, cat=RESTAURANT, lat=-37.0116491777, lon=143.807780067}
Point{id=id157, cat=RESTAURANT, lat=-37.1185220899, lon=144.66761267}
Point{id=id436, cat=RESTAURANT, lat=-36.8026831596, lon=146.666115821}
Point{id=id19, cat=RESTAURANT, lat=-37.1033291617, lon=145.339785768}
Point{id=id872, cat=RESTAURANT, lat=-37.0984593914, lon=144.331848437}
Point{id=id495, cat=RESTAURANT, lat=-37.1274942603, lon=145.109524405}
Point{id=id164, cat=RESTAURANT, lat=-37.1069708609, lon=144.329034778}
Point{id=id506, cat=RESTAURANT, lat=-37.1126850415, lon=144.362874353}
Point{id=id881, cat=RESTAURANT, lat=-37.1076643042, lon=144.281939614}
Point{id=id353, cat=RESTAURANT, lat=-37.0974716671, lon=145.547244768}
Point{id=id791, cat=RESTAURANT, lat=-37.0479860312, lon=143.874791679}
Point{id=id694, cat=RESTAURANT, lat=-36.9849748346, lon=143.588306696}
Point{id=id744, cat=RESTAURANT, lat=-37.1104121138, lon=145.47953605}
Point{id=id75, cat=RESTAURANT, lat=-37.100411355, lon=144.169747208}
Point{id=id291, cat=RESTAURANT, lat=-37.0301755195, lon=145.990337789}
Point{id=id558, cat=RESTAURANT, lat=-37.1463417318, lon=144.640776646}
Point{id=id32, cat=RESTAURANT, lat=-36.9592200574, lon=143.44727954}
Point{id=id458, cat=RESTAURANT, lat=-37.1170617031, lon=145.501342874}
Point{id=id719, cat=RESTAURANT, lat=-36.3416857125, lon=147.631511674}
Point{id=id259, cat=RESTAURANT, lat=-37.1500401448, lon=144.609676777}
Point{id=id886, cat=RESTAURANT, lat=-37.011863517, lon=143.627836474}
Point{id=id600, cat=RESTAURANT, lat=-37.1529534259, lon=145.22218819}
Point{id=id376, cat=RESTAURANT, lat=-36.9877750973, lon=143.492364649}
Point{id=id905, cat=RESTAURANT, lat=-37.1439636044, lon=144.300063425}
Point{id=id830, cat=RESTAURANT, lat=-36.9516620031, lon=146.393298927}
Point{id=id866, cat=RESTAURANT, lat=-36.9744509958, lon=143.417948997}
Point{id=id618, cat=RESTAURANT, lat=-37.1732340925, lon=144.662653793}
Point{id=id24, cat=RESTAURANT, lat=-37.1760007426, lon=144.550441453}
Point{id=id536, cat=RESTAURANT, lat=-36.9920784946, lon=143.433054385}
Point{id=id221, cat=RESTAURANT, lat=-37.1221030071, lon=145.729730157}
Point{id=id813, cat=RESTAURANT, lat=-37.1907531293, lon=144.769238962}
Point{id=id551, cat=RESTAURANT, lat=-37.1363562224, lon=144.096622071}
Point{id=id478, cat=RESTAURANT, lat=-37.1294438539, lon=145.695133626}
Point{id=id51, cat=RESTAURANT, lat=-37.0458927025, lon=146.121058641}
Point{id=id124, cat=RESTAURANT, lat=-36.9070257261, lon=143.146244251}
Point{id=id917, cat=RESTAURANT, lat=-37.1959211223, lon=144.894753913}
Point{id=id836, cat=RESTAURANT, lat=-37.1851037529, lon=144.526602824}
Point{id=id541, cat=RESTAURANT, lat=-37.1772427519, lon=145.320830895}
Point{id=id440, cat=RESTAURANT, lat=-37.1748767596, lon=145.364465401}
Point{id=id318, cat=RESTAURANT, lat=-36.995675345, lon=143.409469526}
Point{id=id879, cat=RESTAURANT, lat=-37.1912227992, lon=145.187765258}
Point{id=id37, cat=RESTAURANT, lat=-37.1802293616, lon=145.344635779}
Point{id=id16, cat=RESTAURANT, lat=-37.139256537, lon=144.05147032}
Point{id=id755, cat=RESTAURANT, lat=-37.178565907, lon=144.367128676}
Point{id=id114, cat=RESTAURANT, lat=-37.1865645039, lon=145.300615697}
Point{id=id232, cat=RESTAURANT, lat=-36.791842674, lon=146.918106277}
Point{id=id793, cat=RESTAURANT, lat=-36.9852512664, lon=146.386694648}
Point{id=id245, cat=RESTAURANT, lat=-37.2033445001, lon=144.990031727}
Point{id=id537, cat=RESTAURANT, lat=-37.0702437498, lon=146.075101119}
Point{id=id455, cat=RESTAURANT, lat=-37.2048393641, lon=144.646294292}
Point{id=id244, cat=RESTAURANT, lat=-37.0608340667, lon=146.130269093}
Point{id=id145, cat=RESTAURANT, lat=-36.8866132451, lon=146.703075693}
Point{id=id296, cat=RESTAURANT, lat=-36.9279790388, lon=143.123389878}
Point{id=id820, cat=RESTAURANT, lat=-37.1798532314, lon=144.185354676}
Point{id=id692, cat=RESTAURANT, lat=-37.0827013004, lon=143.636369151}
Point{id=id608, cat=RESTAURANT, lat=-36.9974173023, lon=143.31775375}
Point{id=id36, cat=RESTAURANT, lat=-37.2268084641, lon=144.914683955}
Point{id=id320, cat=RESTAURANT, lat=-37.2237004055, lon=144.665218862}
Point{id=id72, cat=RESTAURANT, lat=-37.203376172, lon=145.392139398}
Point{id=id480, cat=RESTAURANT, lat=-36.8850132173, lon=146.766143459}
Point{id=id555, cat=RESTAURANT, lat=-37.2215854721, lon=145.22344705}
Point{id=id177, cat=RESTAURANT, lat=-37.1057641371, lon=146.042738824}
Point{id=id887, cat=RESTAURANT, lat=-37.0645861907, lon=146.220784986}
Point{id=id837, cat=RESTAURANT, lat=-37.193554959, lon=144.190747084}
Point{id=id153, cat=RESTAURANT, lat=-37.0910025126, lon=143.623433839}
Point{id=id88, cat=RESTAURANT, lat=-37.1248120768, lon=145.981008354}
Point{id=id330, cat=RESTAURANT, lat=-37.1036841253, lon=146.086990515}
Point{id=id632, cat=RESTAURANT, lat=-37.1145055163, lon=146.046177763}
Point{id=id336, cat=RESTAURANT, lat=-37.1792137782, lon=144.022903208}
Point{id=id670, cat=RESTAURANT, lat=-37.218400391, lon=145.434659761}
Point{id=id849, cat=RESTAURANT, lat=-37.2039316738, lon=145.57442285}
Point{id=id745, cat=RESTAURANT, lat=-37.249723844, lon=144.694270748}
Point{id=id631, cat=RESTAURANT, lat=-37.2515915781, lon=144.998214011}
Point{id=id539, cat=RESTAURANT, lat=-37.2460088232, lon=145.20759924}
Point{id=id554, cat=RESTAURANT, lat=-37.1219518526, lon=146.12208597}
Point{id=id503, cat=RESTAURANT, lat=-37.1018447414, lon=146.205178934}
Point{id=id93, cat=RESTAURANT, lat=-37.2664119088, lon=144.723437276}
Point{id=id216, cat=RESTAURANT, lat=-36.9251061365, lon=146.770395051}
Point{id=id923, cat=RESTAURANT, lat=-37.2690287868, lon=144.718020336}
Point{id=id974, cat=RESTAURANT, lat=-37.2527821375, lon=144.404543256}
Point{id=id41, cat=RESTAURANT, lat=-37.2719274703, lon=144.795286264}
Point{id=id468, cat=RESTAURANT, lat=-37.2722172865, lon=144.777036198}
Point{id=id83, cat=RESTAURANT, lat=-36.8839040855, lon=146.889602389}
Point{id=id104, cat=RESTAURANT, lat=-37.2748643781, lon=144.881191108}
Point{id=id995, cat=RESTAURANT, lat=-37.2760034615, lon=144.852513198}
Point{id=id655, cat=RESTAURANT, lat=-37.1414003276, lon=146.082389327}
Point{id=id493, cat=RESTAURANT, lat=-36.8746835087, lon=146.918632599}
Point{id=id151, cat=RESTAURANT, lat=-37.2462350013, lon=145.46820818}
Point{id=id86, cat=RESTAURANT, lat=-37.2676463477, lon=144.489897607}
Point{id=id649, cat=RESTAURANT, lat=-37.1996974351, lon=143.924732749}
Point{id=id787, cat=RESTAURANT, lat=-37.2694665567, lon=145.266280425}
Point{id=id805, cat=RESTAURANT, lat=-37.1735803212, lon=143.757237272}
Point{id=id517, cat=RESTAURANT, lat=-37.2886023571, lon=144.687931448}
Point{id=id419, cat=RESTAURANT, lat=-37.14511242, lon=146.140606274}
Point{id=id392, cat=RESTAURANT, lat=-37.2172303883, lon=145.817756096}
Point{id=id198, cat=RESTAURANT, lat=-37.0285092922, lon=146.572284468}
Point{id=id871, cat=RESTAURANT, lat=-37.2961838305, lon=144.617726554}
Point{id=id62, cat=RESTAURANT, lat=-37.2660012188, lon=144.233366965}
Point{id=id334, cat=RESTAURANT, lat=-37.056886651, lon=143.237921708}
Point{id=id165, cat=RESTAURANT, lat=-37.0814280212, lon=146.429915236}
Point{id=id664, cat=RESTAURANT, lat=-37.0653666643, lon=143.257350755}
Point{id=id850, cat=RESTAURANT, lat=-37.2614827226, lon=144.157663483}
Point{id=id832, cat=RESTAURANT, lat=-37.1345067068, lon=143.489249614}
Point{id=id380, cat=RESTAURANT, lat=-37.0187049285, lon=143.09359348}
Point{id=id465, cat=RESTAURANT, lat=-37.312497837, lon=144.761374427}
Point{id=id166, cat=RESTAURANT, lat=-37.1288802394, lon=146.292959797}
Point{id=id594, cat=RESTAURANT, lat=-37.3152111592, lon=144.950824484}
Point{id=id586, cat=RESTAURANT, lat=-37.1943930215, lon=146.028637905}
Point{id=id338, cat=RESTAURANT, lat=-37.3028368941, lon=144.421103519}
Point{id=id967, cat=RESTAURANT, lat=-37.2167648724, lon=143.785856441}
Point{id=id227, cat=RESTAURANT, lat=-37.3248499009, lon=144.677174431}
Point{id=id975, cat=RESTAURANT, lat=-36.5042970198, lon=147.733584869}
Point{id=id180, cat=RESTAURANT, lat=-37.0181871892, lon=146.712849343}
Point{id=id903, cat=RESTAURANT, lat=-37.2950510282, lon=145.532933454}
Point{id=id408, cat=RESTAURANT, lat=-37.1511299042, lon=143.444495314}
Point{id=id677, cat=RESTAURANT, lat=-37.0946145308, lon=146.493227384}
Point{id=id786, cat=RESTAURANT, lat=-37.2391035805, lon=143.812978853}
Point{id=id932, cat=RESTAURANT, lat=-37.1431719489, lon=143.38138145}
Point{id=id672, cat=RESTAURANT, lat=-36.7057783419, lon=142.309256166}
Point{id=id111, cat=RESTAURANT, lat=-37.0028068637, lon=142.94380961}
Point{id=id485, cat=RESTAURANT, lat=-37.1819047891, lon=146.232344227}
Point{id=id349, cat=RESTAURANT, lat=-36.9240265505, lon=142.742499568}
Point{id=id868, cat=RESTAURANT, lat=-37.3459119363, lon=144.613218101}
Point{id=id778, cat=RESTAURANT, lat=-37.2136147488, lon=146.116543057}
Point{id=id429, cat=RESTAURANT, lat=-37.0141233844, lon=146.782938111}
Point{id=id407, cat=RESTAURANT, lat=-37.3428186227, lon=145.230678349}
Point{id=id896, cat=RESTAURANT, lat=-36.6741253477, lon=142.231039364}
Point{id=id187, cat=RESTAURANT, lat=-37.3339434117, lon=145.376054906}
Point{id=id48, cat=RESTAURANT, lat=-37.3447065512, lon=145.283860064}
Point{id=id759, cat=RESTAURANT, lat=-37.3599820592, lon=144.958465585}
Point{id=id653, cat=RESTAURANT, lat=-37.3495576006, lon=145.258205887}
Point{id=id609, cat=RESTAURANT, lat=-36.9182233542, lon=142.692187213}
Point{id=id486, cat=RESTAURANT, lat=-37.3421861794, lon=144.346025258}
Point{id=id340, cat=RESTAURANT, lat=-36.6559633662, lon=147.562844214}
Point{id=id810, cat=RESTAURANT, lat=-37.321570008, lon=144.151549772}
Point{id=id135, cat=RESTAURANT, lat=-37.3633239118, lon=145.103017741}
Point{id=id897, cat=RESTAURANT, lat=-37.3677016244, lon=144.793778697}
Point{id=id299, cat=RESTAURANT, lat=-37.3684039807, lon=144.870842897}
Point{id=id545, cat=RESTAURANT, lat=-37.0775284605, lon=143.086185347}
Point{id=id346, cat=RESTAURANT, lat=-37.22053063, lon=146.164281884}
Point{id=id902, cat=RESTAURANT, lat=-37.3347942283, lon=145.518846}
Point{id=id324, cat=RESTAURANT, lat=-37.3577833871, lon=145.273249199}
Point{id=id991, cat=RESTAURANT, lat=-37.3282731228, lon=145.596541321}
Point{id=id141, cat=RESTAURANT, lat=-37.3243340683, lon=144.102789482}
Point{id=id452, cat=RESTAURANT, lat=-37.263570243, lon=145.997142042}
Point{id=id21, cat=RESTAURANT, lat=-37.3285842531, lon=144.123709028}
Point{id=id785, cat=RESTAURANT, lat=-37.3772457031, lon=144.661881959}
Point{id=id873, cat=RESTAURANT, lat=-37.3722142373, lon=144.552507884}
Point{id=id56, cat=RESTAURANT, lat=-37.3213763267, lon=144.015472678}
Point{id=id148, cat=RESTAURANT, lat=-37.3563910644, lon=144.28573431}
Point{id=id268, cat=RESTAURANT, lat=-37.3697372702, lon=145.320323579}
Point{id=id70, cat=RESTAURANT, lat=-37.1312289971, lon=146.568046384}
Point{id=id772, cat=RESTAURANT, lat=-37.3015329408, lon=145.891570096}
Point{id=id721, cat=RESTAURANT, lat=-37.2974671116, lon=145.921599662}
Point{id=id388, cat=RESTAURANT, lat=-37.3424975537, lon=144.079464508}
Point{id=id904, cat=RESTAURANT, lat=-37.3237423656, lon=143.951674593}
Point{id=id595, cat=RESTAURANT, lat=-37.3919453041, lon=145.150566387}
Point{id=id463, cat=RESTAURANT, lat=-37.3254014269, lon=145.785886284}
Point{id=id80, cat=RESTAURANT, lat=-37.3520262771, lon=145.613055286}
Point{id=id113, cat=RESTAURANT, lat=-36.8093665592, lon=142.377744498}
Point{id=id743, cat=RESTAURANT, lat=-37.0285125369, lon=146.882445211}
Point{id=id579, cat=RESTAURANT, lat=-36.9362648336, lon=142.635777646}
Point{id=id283, cat=RESTAURANT, lat=-37.3941540389, lon=144.555939611}
Point{id=id698, cat=RESTAURANT, lat=-37.3098213647, lon=145.897013168}
Point{id=id898, cat=RESTAURANT, lat=-37.3470350365, lon=144.06769314}
Point{id=id846, cat=RESTAURANT, lat=-37.3769512727, lon=144.305248036}
Point{id=id126, cat=RESTAURANT, lat=-37.3945914396, lon=144.509323736}
Point{id=id532, cat=RESTAURANT, lat=-37.363689409, lon=144.166816786}
Point{id=id518, cat=RESTAURANT, lat=-37.368201463, lon=144.152539743}
Point{id=id999, cat=RESTAURANT, lat=-37.2506895242, lon=143.51441687}
Point{id=id718, cat=RESTAURANT, lat=-37.2456078821, lon=143.480655582}
Point{id=id752, cat=RESTAURANT, lat=-37.3650114564, lon=145.650394659}
Point{id=id58, cat=RESTAURANT, lat=-37.0714038599, lon=142.918361044}
Point{id=id100, cat=RESTAURANT, lat=-37.3607678708, lon=144.049371497}
Point{id=id733, cat=RESTAURANT, lat=-37.3664032127, lon=145.663080268}
Point{id=id978, cat=RESTAURANT, lat=-37.3793275375, lon=144.162448547}
Point{id=id469, cat=RESTAURANT, lat=-37.4236063821, lon=144.839063138}
Point{id=id94, cat=RESTAURANT, lat=-37.3985332532, lon=145.412459409}
Point{id=id22, cat=RESTAURANT, lat=-37.3455977116, lon=145.819308227}
Point{id=id870, cat=RESTAURANT, lat=-37.1762068173, lon=146.54048702}
Point{id=id643, cat=RESTAURANT, lat=-37.4174541738, lon=144.522690701}
Point{id=id667, cat=RESTAURANT, lat=-37.1650709955, lon=146.582615742}
Point{id=id411, cat=RESTAURANT, lat=-37.2099124245, lon=146.435757906}
Point{id=id989, cat=RESTAURANT, lat=-37.2735374858, lon=146.202823932}
Point{id=id314, cat=RESTAURANT, lat=-37.4319423464, lon=144.898970487}
Point{id=id77, cat=RESTAURANT, lat=-37.4066212405, lon=144.303083038}
Point{id=id400, cat=RESTAURANT, lat=-37.1760702346, lon=146.578707821}
Point{id=id625, cat=RESTAURANT, lat=-37.1998392357, lon=146.502859862}
Point{id=id282, cat=RESTAURANT, lat=-37.0602295316, lon=142.832909855}
Point{id=id612, cat=RESTAURANT, lat=-37.1975969613, lon=143.227274038}
Point{id=id812, cat=RESTAURANT, lat=-37.3525649056, lon=143.874934242}
Point{id=id730, cat=RESTAURANT, lat=-37.4338961872, lon=144.56777473}
Point{id=id901, cat=RESTAURANT, lat=-37.4345138535, lon=145.168519811}
Point{id=id267, cat=RESTAURANT, lat=-37.4453786556, lon=144.887369993}
Point{id=id523, cat=RESTAURANT, lat=-37.3394432055, lon=143.7649459}
Point{id=id158, cat=RESTAURANT, lat=-37.4215502252, lon=145.403693868}
Point{id=id590, cat=RESTAURANT, lat=-37.4319799698, lon=144.461879103}
Point{id=id864, cat=RESTAURANT, lat=-37.3204779802, lon=146.080425972}
